customer_id,gender,age,city,booking_source,membership_type,membership_duration_months,loyalty_member,total_visits,days_since_last_visit,avg_visit_gap_days,preferred_service,num_services_used,has_preferred_employee,employee_change_count,avg_spend_per_visit,last_visit_spend,total_spend,products_purchased,product_spend,feedback_given,avg_rating,num_complaints,offers_redeemed,appointments_cancelled,appointments_no_show,avg_advance_booking_days,sms_sent,sms_responses,sms_response_rate,referrals_made,visit_time_preference,churn_risk_category,churn
CUST00609,Female,41,Pune,Walk-in,Silver,15,1,1,449,180,Massage,2,0,0,378.9,480.81,418.79,5,3514.25,1,3.3,3,6,1,2,13,17,8,0.47,4,No_Preference,High,1
CUST00610,Female,30,Latur,Walk-in,Silver,4,0,10,390,36,Pedicure,5,1,3,566.38,493.04,5763.34,1,440.5,1,4.5,1,3,1,0,13,3,0,0,3,Weekend,Medium,1
CUST00611,Male,26,Latur,Website,Silver,16,1,6,417,60,Detan,1,1,4,491.48,667.01,3089.54,4,1353.42,0,4.1,1,6,3,0,5,16,11,0.69,1,Evening,High,1
CUST00612,Female,32,Nashik,Walk-in,Silver,23,1,7,238,52,Haircut,5,1,4,358.99,331.18,2862.26,1,548.18,1,4.8,1,5,2,2,1,19,9,0.47,1,Afternoon,Medium,1
CUST00613,Female,52,Nagpur,Walk-in,Gold,19,1,17,365,21,Detan,4,1,3,1281.64,1534.17,18624.69,2,501.87,1,4.5,1,2,3,1,9,15,4,0.27,1,Afternoon,Medium,0
CUST00614,Male,41,Nagpur,Website,Gold,35,1,23,160,15,Haircut,5,0,3,783.26,887.5,18922.44,4,1210.99,0,2.9,1,7,0,2,2,18,0,0,1,No_Preference,Medium,0
CUST00615,Female,50,Pune,Website,Silver,1,0,9,492,40,Cleanup,4,1,2,824.94,594.6,7336.24,2,629.1,0,3.8,0,2,2,0,6,15,9,0.6,2,Weekend,High,1
CUST00616,Female,33,Nashik,Website,Gold,32,1,28,464,13,Keratin,3,0,1,744.95,970.62,20302.53,5,1944.18,0,3.8,0,7,1,1,8,16,11,0.69,2,Evening,High,1
CUST00617,Male,25,Pune,AI Calling,Silver,9,0,11,310,33,Detan,4,1,1,880.28,1005.17,9098.34,0,0,1,4.1,1,4,4,2,7,13,7,0.54,2,Afternoon,Medium,0
CUST00618,Male,46,Akola,Walk-in,Gold,22,1,12,280,30,Pedicure,1,0,2,1312.05,1450.54,16811.76,0,0,0,2.7,1,6,1,2,9,8,7,0.88,2,Weekend,Medium,0
CUST00619,Female,40,Pune,AI Calling,Gold,21,1,11,333,33,Keratin,7,0,4,821.94,893.06,7997.43,3,991.97,1,4.5,1,0,1,2,4,2,2,1,0,Weekend,Medium,1
CUST00620,Female,62,Kolhapur,AI Calling,Platinum,51,1,28,294,13,Cleanup,7,1,0,1418.76,1653.68,36498.62,5,2529.91,1,3.2,1,3,4,1,7,11,2,0.18,3,No_Preference,Medium,0
CUST00621,Male,48,Solapur,Walk-in,Silver,3,0,1,460,180,Detan,3,1,4,414.74,314.26,392.5,1,318.52,1,4.8,1,5,1,2,0,7,7,1,3,Afternoon,High,1
CUST00622,Male,57,Latur,AI Calling,Silver,6,0,4,157,91,Cleanup,7,1,4,388.93,478.48,1416.94,2,627.51,0,4.8,1,1,4,0,5,2,0,0,2,No_Preference,Low,0
CUST00623,Male,31,Mumbai,Website,Gold,25,1,5,341,73,Waxing,7,0,0,798.05,729.25,3566.36,4,1592.05,1,3,1,5,4,0,1,19,13,0.68,3,Morning,High,1
CUST00624,Female,47,Nashik,Website,Silver,22,1,11,141,33,Cleanup,1,1,0,854.69,850.53,9360.69,0,0,1,4.8,0,6,1,2,0,14,11,0.79,0,Morning,Low,0
CUST00625,Female,56,Nagpur,Walk-in,Silver,6,0,13,335,28,Pedicure,7,1,1,571.5,416.57,6578.61,4,2455.62,0,3.4,1,0,3,1,4,16,7,0.44,4,Morning,High,1
CUST00626,Male,44,Amravati,Walk-in,Silver,21,1,14,387,26,Cleanup,4,1,0,691.96,551.04,9126.1,2,311.92,1,3.1,2,6,0,2,8,19,8,0.42,5,Morning,High,1
CUST00627,Female,33,Solapur,AI Calling,Gold,29,1,28,189,13,Facial,3,0,2,1249.19,1580.06,39252.04,1,373.22,1,3.5,1,5,3,0,6,17,6,0.35,5,No_Preference,Medium,0
CUST00628,Female,23,Mumbai,Walk-in,Silver,21,1,1,399,180,Keratin,4,0,0,759.05,726.13,769.59,0,0,0,2.9,1,0,1,0,8,9,3,0.33,1,Afternoon,High,1
CUST00629,Male,50,Kolhapur,Website,Platinum,40,1,30,450,12,Cleanup,2,1,4,2413.91,2918.76,72838.33,3,2375.32,1,3.8,1,1,0,0,6,11,8,0.73,4,Evening,High,1
CUST00630,Male,61,Amravati,Walk-in,Silver,15,1,7,425,52,Haircut,1,0,2,420.45,404.14,3217.58,2,1103.64,1,3,2,6,1,0,7,7,4,0.57,1,No_Preference,High,1
CUST00631,Female,35,Nagpur,Walk-in,Silver,7,0,2,210,180,Pedicure,2,1,0,715.8,936.13,1513.62,4,870.63,0,4.8,0,6,1,0,11,7,1,0.14,5,Evening,Low,0
CUST00632,Female,33,Kolhapur,Website,Gold,13,1,25,326,14,Hair_Color,1,1,1,1396.75,1457.13,33489.74,1,764.5,0,5,1,7,2,0,1,3,2,0.67,4,Morning,Medium,1
CUST00633,Female,29,Nagpur,Walk-in,Silver,20,1,5,402,73,Threading,1,1,1,760.58,703.86,3385.83,0,0,0,2.8,3,3,2,1,7,18,14,0.78,0,Morning,High,1
CUST00634,Female,37,Nagpur,AI Calling,Silver,2,0,9,429,40,Pedicure,3,0,4,775.8,971.65,7511.01,2,1346.82,1,3,2,0,0,1,5,16,16,1,1,No_Preference,High,1
CUST00635,Male,62,Nashik,AI Calling,Silver,19,1,10,476,36,Waxing,6,1,3,438.11,481.12,3869.61,0,0,1,4.1,1,2,2,0,2,3,1,0.33,3,Evening,High,1
CUST00636,Female,57,Amravati,Walk-in,Silver,19,1,13,149,28,Manicure,2,1,4,795.59,870.92,9739.42,2,1575.12,0,4.4,0,2,4,2,8,16,1,0.06,5,Evening,Low,0
CUST00637,Female,46,Akola,Website,Gold,30,1,23,171,15,Detan,4,0,0,1163.75,1403.25,28994.7,0,0,1,4.2,1,7,3,1,12,16,4,0.25,5,Evening,Medium,0
CUST00638,Male,47,Pune,Website,Silver,3,0,4,181,91,Blowout,3,1,4,307.17,427.44,1304.14,0,0,0,2.9,1,5,1,1,6,15,0,0,2,Afternoon,Medium,0
CUST00639,Male,43,Pune,Walk-in,Platinum,55,1,29,189,12,Pedicure,6,1,2,1857.84,1783.51,59456.03,1,268.87,1,3.2,1,1,3,2,5,11,6,0.55,1,Morning,Medium,1
CUST00640,Male,39,Solapur,AI Calling,Gold,12,0,28,418,13,Waxing,1,0,4,650.93,698.67,18799.61,4,2579.83,1,4.4,1,5,3,2,2,7,1,0.14,5,No_Preference,High,1
CUST00641,Male,50,Nagpur,Website,Silver,14,1,8,482,45,Cleanup,4,1,1,769.07,697.79,6384.18,1,547.52,1,3,2,2,2,0,11,17,11,0.65,4,Morning,High,1
CUST00642,Male,56,Solapur,Website,Silver,6,0,10,393,36,Hair_Color,1,0,2,859.79,835.33,8589.08,2,1266,0,2.6,1,6,3,0,7,8,0,0,5,Evening,High,1
CUST00643,Male,46,Amravati,AI Calling,Silver,9,0,4,143,91,Massage,1,1,1,351.53,261.41,1323.83,3,916.76,1,2.8,2,7,1,0,9,18,7,0.39,4,Afternoon,Medium,1
CUST00644,Male,39,Nagpur,AI Calling,Silver,10,0,11,397,33,Detan,4,0,4,412.7,404.06,4522.19,4,2960.81,1,3.8,0,7,0,2,8,6,3,0.5,3,Weekend,Medium,0
CUST00645,Male,62,Nagpur,Walk-in,Gold,10,0,24,170,15,Waxing,5,1,0,845.45,707.27,17971.59,3,780.62,1,4.8,1,6,2,0,5,11,0,0,5,No_Preference,Low,0
CUST00646,Female,30,Mumbai,Website,Silver,23,1,2,158,180,Threading,4,1,4,750.38,845.03,1723.19,0,0,1,4.7,0,6,2,2,5,15,1,0.07,2,Morning,Low,0
CUST00647,Female,26,Latur,Website,Platinum,33,1,52,479,7,Waxing,7,1,2,1472.45,1075,72961.46,0,0,1,3.8,0,6,1,1,9,19,12,0.63,0,Weekend,High,1
CUST00648,Female,41,Pune,Website,Silver,12,0,1,305,180,Manicure,3,0,1,383.05,302.68,424.03,3,1898.23,1,4.2,1,7,4,2,3,19,17,0.89,3,Weekend,Medium,0
CUST00649,Female,32,Amravati,Walk-in,Silver,13,1,12,357,30,Threading,4,1,4,802.35,863.43,10815.06,3,1623.52,1,3.4,2,1,3,1,0,3,1,0.33,3,Morning,High,1
CUST00650,Female,53,Kolhapur,Website,Silver,18,1,12,476,30,Waxing,3,1,0,486.47,479.97,5009.43,5,3148.49,0,4.9,0,1,3,1,6,10,6,0.6,0,Evening,High,1
CUST00651,Male,30,Kolhapur,AI Calling,Silver,2,0,5,372,73,Massage,2,0,0,800.38,789.29,4117.81,4,624.53,1,3.1,3,6,4,2,3,10,0,0,0,No_Preference,High,1
CUST00652,Female,44,Akola,AI Calling,Gold,12,0,17,152,21,Haircut,4,1,3,1260.26,1359.84,23699.24,4,2805.67,0,4.1,0,6,1,2,12,10,4,0.4,2,Weekend,Low,0
CUST00653,Female,61,Aurangabad,Website,Gold,33,1,18,314,20,Haircut,6,0,0,1323.99,1141.19,23384.69,5,914.29,0,4.1,0,3,1,2,7,13,5,0.38,2,Morning,Medium,0
CUST00654,Female,54,Amravati,Walk-in,Silver,23,1,10,337,36,Hair_Color,2,1,4,661.57,529.84,5743.83,5,2425.52,1,4.4,1,6,3,0,11,8,4,0.5,2,Weekend,Medium,0
CUST00655,Female,24,Aurangabad,Walk-in,Platinum,55,1,44,200,8,Keratin,4,1,0,1761.66,1339.55,74790.54,2,340.89,1,5,1,0,1,2,12,14,12,0.86,2,Afternoon,Low,0
CUST00656,Male,25,Mumbai,AI Calling,Gold,25,1,28,360,13,Manicure,6,0,0,1271.05,1672.34,33192.65,2,1279.22,0,3.2,2,3,1,0,12,1,1,1,3,Morning,High,1
CUST00657,Male,54,Kolhapur,AI Calling,Gold,19,1,7,277,52,Hair_Color,3,0,2,1361.13,1690.76,10634.5,1,328.5,1,3.7,1,4,2,0,11,7,7,1,3,Morning,Medium,0
CUST00658,Male,58,Amravati,Website,Gold,21,1,27,253,13,Facial,6,0,0,1176.83,1129.81,33358.11,1,439.36,1,4.8,1,5,0,1,6,10,1,0.1,2,Morning,Medium,0
CUST00659,Female,31,Nagpur,Website,Gold,14,1,16,481,22,Blowout,6,1,4,1377.87,1230.12,20460.55,0,0,1,4,1,1,3,0,3,4,1,0.25,2,No_Preference,High,1
CUST00660,Female,29,Latur,AI Calling,Gold,7,0,13,347,28,Blowout,2,0,0,853.39,907.48,12110.08,0,0,1,3.6,1,6,3,1,8,15,12,0.8,5,Weekend,High,1
CUST00661,Male,53,Nashik,Walk-in,Silver,23,1,1,460,180,Cleanup,5,1,1,385.21,292.52,386.22,0,0,1,4.1,0,5,3,1,1,15,13,0.87,5,No_Preference,High,1
CUST00662,Female,57,Latur,Website,Silver,14,1,12,278,30,Hair_Color,4,0,3,443.67,595.54,5923.68,1,769.4,0,3.5,0,1,3,0,13,16,9,0.56,3,Afternoon,Medium,1
CUST00663,Female,34,Akola,Walk-in,Gold,19,1,23,373,15,Pedicure,3,0,3,1435.77,1584.28,36006.86,4,1828.64,1,4.2,0,7,0,2,7,19,16,0.84,5,No_Preference,Medium,1
CUST00664,Male,57,Kolhapur,AI Calling,Platinum,44,1,24,477,15,Hair_Color,3,0,2,1658.63,2242.13,41780.54,3,2079.77,1,4.2,1,3,3,0,1,1,0,0,3,No_Preference,High,1
CUST00665,Male,46,Solapur,Website,Gold,33,1,9,368,40,Hair_Color,7,0,4,1308.62,1782.25,10418.41,2,468.07,1,4.8,0,0,1,0,12,11,11,1,0,Afternoon,Medium,0
CUST00666,Male,44,Solapur,AI Calling,Platinum,34,1,43,204,8,Waxing,1,1,4,2350.57,2542.61,104184.06,2,444.4,0,2.9,3,0,0,1,6,4,0,0,1,No_Preference,Medium,1
CUST00667,Male,18,Nashik,Website,Silver,12,0,3,364,121,Hair_Color,3,1,2,453.02,474.92,1406.5,1,321.36,1,3,1,7,3,0,10,13,4,0.31,4,No_Preference,High,1
CUST00668,Male,51,Kolhapur,AI Calling,Gold,17,1,5,443,73,Waxing,7,1,3,1310.11,1194.78,7171.15,1,169.33,1,3.2,1,6,3,1,3,12,3,0.25,1,No_Preference,High,1
CUST00669,Male,21,Amravati,Walk-in,Gold,18,1,17,400,21,Detan,3,0,1,1397.54,1779.2,21505.39,3,1645.61,1,4.4,1,5,1,0,11,1,1,1,2,Afternoon,Medium,0
CUST00670,Male,41,Nagpur,Website,Gold,27,1,24,341,15,Waxing,4,0,3,878.58,1197.27,21781.16,1,266.61,1,3.8,1,6,2,2,8,2,2,1,5,No_Preference,Medium,0
CUST00671,Male,38,Akola,Walk-in,Gold,15,1,16,474,22,Hair_Color,2,0,3,712.07,586.44,12513.55,2,1530.57,1,3.8,0,0,4,0,10,17,3,0.18,1,No_Preference,High,1
CUST00672,Female,50,Solapur,AI Calling,Silver,16,1,13,169,28,Hair_Color,6,1,1,599.41,748.44,6665.33,1,797.85,1,4.4,1,7,2,2,8,4,1,0.25,3,Evening,Medium,0
CUST00673,Male,24,Nashik,AI Calling,Silver,10,0,4,232,91,Massage,7,1,3,555.04,459.56,2295.23,2,1495.98,0,4.6,1,5,4,1,5,1,0,0,3,No_Preference,Medium,1
CUST00674,Female,18,Latur,Website,Platinum,37,1,29,311,12,Hair_Color,4,1,0,1545.45,1275.16,49050.34,5,1612.71,1,3.8,1,0,4,0,10,14,6,0.43,1,No_Preference,Medium,0
CUST00675,Female,58,Nagpur,Walk-in,Silver,4,0,10,344,36,Threading,4,0,4,600.41,530.68,5915.4,0,0,1,2.5,1,1,1,1,2,8,4,0.5,4,Evening,High,1
CUST00676,Female,20,Solapur,Walk-in,Silver,7,0,12,497,30,Threading,5,1,3,419.97,497.36,4572.64,5,1876.03,0,3.3,3,6,3,0,0,1,0,0,2,Afternoon,High,1
CUST00677,Male,61,Latur,Walk-in,Silver,16,1,6,267,60,Pedicure,6,1,1,381.09,285.48,2481.33,0,0,1,2.9,2,1,0,2,5,13,13,1,3,Morning,Medium,1
CUST00678,Female,32,Amravati,AI Calling,Silver,19,1,14,276,26,Blowout,5,1,4,341.81,315.79,4196.5,3,2056.49,1,4.1,1,7,1,2,3,10,3,0.3,0,Morning,Medium,0
CUST00679,Female,48,Latur,Website,Gold,6,0,26,399,14,Haircut,4,0,4,1292.65,1379.82,33946.17,5,1977.79,1,2.8,2,0,0,1,4,4,2,0.5,4,Evening,High,1
CUST00680,Female,33,Nagpur,Website,Gold,19,1,14,395,26,Pedicure,5,0,3,622.11,782.42,7419.58,1,737.27,0,2.5,1,6,1,2,7,16,14,0.88,2,No_Preference,High,1
CUST00681,Female,27,Latur,Walk-in,Platinum,50,1,25,488,14,Waxing,1,1,3,1038.35,969.28,25737.7,0,0,1,3.8,0,3,4,0,12,3,2,0.67,4,Weekend,High,1
CUST00682,Male,46,Amravati,Website,Silver,23,1,6,256,60,Keratin,3,0,3,781.55,819.57,5247.52,5,2085.53,0,4.6,1,5,4,1,2,5,5,1,4,Morning,Medium,0
CUST00683,Male,23,Akola,AI Calling,Gold,11,0,14,283,26,Hair_Color,6,1,2,847.35,966.38,13394.13,2,309.88,0,4.6,0,3,3,0,0,3,2,0.67,5,Afternoon,Medium,0
CUST00684,Female,46,Nagpur,Walk-in,Platinum,50,1,26,221,14,Detan,7,1,4,1424.57,1252.82,33295.93,3,1148.39,1,4.4,1,1,1,1,4,13,11,0.85,1,Afternoon,Medium,0
CUST00685,Female,34,Akola,Walk-in,Platinum,46,1,16,306,22,Haircut,7,1,2,1399.61,1890.78,23200.35,4,1423.56,0,4.4,0,3,0,2,0,13,5,0.38,2,Weekend,Medium,0
CUST00686,Female,39,Nashik,AI Calling,Platinum,48,1,40,445,9,Blowout,4,0,3,1536.73,1464.88,53272.27,2,1253.26,1,4.8,1,0,2,2,5,3,3,1,3,Afternoon,High,1
CUST00687,Female,41,Kolhapur,Walk-in,Gold,29,1,22,294,16,Pedicure,2,0,1,1352.7,1654.61,31371.56,4,1844.46,0,4.1,1,4,4,0,8,9,4,0.44,4,No_Preference,Medium,0
CUST00688,Male,34,Latur,Walk-in,Silver,16,1,8,400,45,Haircut,5,0,3,563.79,657.95,4871.39,0,0,1,3.1,3,2,3,0,0,12,10,0.83,3,Afternoon,High,1
CUST00689,Female,38,Mumbai,Website,Silver,22,1,1,429,180,Haircut,7,1,3,449.54,516.62,443.88,2,1032.41,1,2.5,1,6,2,1,0,1,1,1,3,No_Preference,High,1
CUST00690,Male,28,Akola,Website,Gold,32,1,13,193,28,Keratin,1,0,0,1308.82,1290.33,16633.8,2,335.13,1,2.8,3,2,2,2,5,13,3,0.23,2,Afternoon,Medium,0
CUST00691,Male,24,Amravati,Website,Gold,28,1,20,155,18,Waxing,5,1,0,1257.45,1642.09,25521.3,4,2616.69,0,3.8,1,1,1,2,0,4,3,0.75,4,No_Preference,Medium,0
CUST00692,Female,59,Solapur,Walk-in,Gold,16,1,9,203,40,Blowout,1,0,4,862.2,1076.61,7278.44,4,1455.95,1,3.3,1,5,1,1,7,8,3,0.38,4,Evening,Medium,0
CUST00693,Female,56,Akola,Walk-in,Silver,7,0,4,386,91,Keratin,6,1,4,391.85,428.97,1558.54,1,477.53,0,4.2,0,0,3,0,12,13,6,0.46,1,Evening,Medium,1
CUST00694,Male,22,Solapur,Website,Gold,16,1,19,202,19,Massage,1,1,4,1183.68,1087.98,24990.2,1,760.87,1,3.8,0,4,0,1,10,10,7,0.7,5,Evening,Medium,0
CUST00695,Male,61,Latur,Walk-in,Silver,3,0,1,334,180,Massage,6,1,2,322.95,352.46,285.3,4,3000.14,1,4,0,0,2,0,13,5,0,0,4,Afternoon,Medium,0
CUST00696,Female,38,Nashik,Website,Silver,18,1,5,302,73,Pedicure,6,1,4,670.02,509.71,3400.39,4,2577.41,0,2.8,3,0,0,1,6,7,7,1,1,Evening,High,1
CUST00697,Male,35,Pune,AI Calling,Silver,3,0,9,465,40,Facial,7,1,0,732.38,790.41,6229.78,4,1881.5,1,4.3,1,7,4,2,2,19,19,1,3,No_Preference,High,1
CUST00698,Female,52,Nagpur,Website,Platinum,39,1,20,314,18,Massage,1,1,4,1690.93,2011.5,36466.13,4,2091.05,1,4.6,1,1,4,2,2,14,1,0.07,0,No_Preference,Medium,1
CUST00699,Male,37,Solapur,AI Calling,Silver,15,1,1,204,180,Keratin,4,1,3,630.74,848.24,599.83,3,732.78,1,3.7,1,1,2,2,9,17,16,0.94,2,No_Preference,Medium,0
CUST00700,Female,32,Solapur,Walk-in,Gold,35,1,11,459,33,Massage,3,0,0,907.74,1091.72,10871.07,2,1428.9,0,3.1,1,2,1,2,0,9,5,0.56,1,Morning,High,1
CUST00701,Female,22,Nagpur,Walk-in,Silver,19,1,1,188,180,Hair_Color,4,1,2,423.4,365.84,410.29,5,1273.45,1,3.9,0,6,3,0,1,19,16,0.84,2,No_Preference,Medium,0
CUST00702,Male,30,Pune,Website,Gold,23,1,20,459,18,Facial,3,0,2,1055.22,776.85,21856.33,3,1921,1,3.7,1,3,2,1,11,19,11,0.58,1,Evening,High,1
CUST00703,Male,29,Latur,AI Calling,Gold,22,1,14,478,26,Facial,2,1,4,1315.25,1183.49,19519.61,2,1473,1,2.7,2,0,1,1,10,19,17,0.89,0,Afternoon,High,1
CUST00704,Male,38,Amravati,Website,Platinum,41,1,26,174,14,Waxing,7,0,2,1315.24,1286.13,32359.92,0,0,0,4.2,1,3,4,0,6,7,0,0,3,Weekend,Medium,0
CUST00705,Male,54,Kolhapur,Walk-in,Silver,7,0,10,299,36,Threading,5,1,2,825.22,585.83,8052.49,0,0,1,4.2,1,7,0,2,3,17,12,0.71,2,No_Preference,Medium,0
CUST00706,Female,23,Solapur,AI Calling,Silver,11,0,13,486,28,Detan,4,1,0,327.45,446.06,4694.99,4,2028.04,1,2.8,3,0,1,1,3,10,7,0.7,2,Weekend,High,1
CUST00707,Male,24,Pune,AI Calling,Gold,13,1,5,432,73,Hair_Color,5,0,4,1452.99,1612.46,7138.21,5,2778.95,1,4.8,0,7,1,1,6,11,8,0.73,1,Afternoon,Medium,0
CUST00708,Female,43,Pune,Walk-in,Silver,22,1,7,178,52,Keratin,6,0,4,864.37,1176.9,5993.2,1,500.62,1,4.3,1,0,4,1,3,6,5,0.83,1,No_Preference,Medium,0
CUST00709,Male,59,Nashik,AI Calling,Silver,2,0,10,282,36,Manicure,5,1,3,535.41,505.01,5489.53,4,2544.36,1,3.8,1,5,2,2,6,15,2,0.13,5,No_Preference,Medium,0
CUST00710,Female,25,Solapur,Walk-in,Gold,6,0,11,475,33,Cleanup,6,0,4,1207.72,1452.12,14407.09,3,2091.15,0,3.9,1,3,0,1,10,16,6,0.38,5,Afternoon,High,1
CUST00711,Female,26,Akola,Website,Gold,6,0,22,160,16,Threading,6,1,4,1032.27,1186.34,19783.65,3,500.61,1,3.5,1,0,3,1,5,10,8,0.8,1,Morning,Medium,0
CUST00712,Female,44,Latur,Walk-in,Silver,3,0,2,338,180,Cleanup,2,1,0,769.44,670.28,1584.29,2,911.81,1,4.6,0,0,0,0,2,3,3,1,1,No_Preference,Medium,0
CUST00713,Female,21,Amravati,Website,Silver,14,1,2,146,180,Massage,5,0,3,727.22,648.33,1613.59,2,343.39,1,4,0,7,0,1,11,14,13,0.93,4,Evening,Low,0
CUST00714,Female,38,Pune,Website,Gold,30,1,16,467,22,Blowout,3,1,3,1032.19,1014.4,15708.07,5,1654.44,1,2.9,2,6,3,2,2,7,1,0.14,0,Weekend,High,1
CUST00715,Male,48,Nashik,AI Calling,Gold,17,1,16,246,22,Hair_Color,4,0,4,1370.56,1145.9,23139.61,3,2123.63,0,4.3,0,5,2,1,9,13,10,0.77,3,Weekend,Medium,0
CUST00716,Female,38,Nashik,Walk-in,Silver,7,0,11,467,33,Cleanup,2,1,1,747.94,696.13,7629.21,2,465.62,1,3.9,0,0,0,2,10,8,7,0.88,3,Evening,High,1
CUST00717,Female,57,Nagpur,Website,Silver,1,0,6,331,60,Manicure,6,0,3,827.35,909.92,4380.84,3,1312.3,1,3.9,0,1,2,2,4,9,8,0.89,3,No_Preference,Medium,0
CUST00718,Female,42,Solapur,AI Calling,Gold,24,1,25,407,14,Keratin,7,0,4,1016.18,884.73,22906.22,1,703.73,0,4.2,0,5,4,1,0,9,9,1,4,Morning,High,1
CUST00719,Male,56,Pune,Website,Silver,6,0,14,237,26,Keratin,6,1,4,356.96,321.61,5330.02,5,3621.2,0,3.9,1,0,1,2,9,16,16,1,5,Afternoon,Medium,0
CUST00720,Female,32,Amravati,AI Calling,Gold,6,0,18,491,20,Hair_Color,3,0,0,1055.71,1401.19,19518.19,1,329.99,1,2.5,1,2,1,1,9,17,14,0.82,5,Morning,High,1
CUST00721,Female,52,Akola,AI Calling,Gold,6,0,14,497,26,Pedicure,6,1,3,780.97,804.58,9932.94,5,3291.77,1,2.8,1,5,4,0,8,18,4,0.22,3,No_Preference,High,1
CUST00722,Male,60,Mumbai,AI Calling,Silver,17,1,12,201,30,Threading,3,0,3,457.19,546.74,4721.79,5,1206.76,0,4.1,1,6,1,2,4,8,8,1,3,Weekend,Medium,0
CUST00723,Male,58,Mumbai,AI Calling,Platinum,55,1,33,418,11,Detan,6,0,1,1174.8,1043.95,42578.97,4,1922.17,0,3.5,1,2,2,1,7,16,11,0.69,2,No_Preference,High,1
CUST00724,Female,54,Akola,Website,Silver,14,1,14,192,26,Threading,6,0,4,802.08,896.04,11905.7,0,0,0,3.3,3,3,0,1,10,2,1,0.5,4,Evening,Medium,0
CUST00725,Female,59,Pune,Walk-in,Silver,7,0,9,324,40,Massage,2,1,3,817.46,963.29,7249.96,1,484.25,0,2.6,3,4,2,1,2,7,1,0.14,2,Morning,High,1
CUST00726,Female,45,Solapur,Website,Gold,16,1,17,417,21,Threading,2,0,2,1117.9,1019.91,17329.37,3,1357.96,0,4.6,1,0,2,0,12,18,18,1,1,No_Preference,Medium,0
CUST00727,Male,31,Amravati,Website,Gold,24,1,23,318,15,Waxing,5,1,3,837.66,842.96,21957.38,4,2267.24,1,2.5,1,4,4,0,5,1,0,0,0,No_Preference,High,1
CUST00728,Female,21,Nagpur,Walk-in,Silver,7,0,13,231,28,Waxing,1,0,4,449.19,579.43,5624.85,2,324.64,1,3.4,1,3,2,1,6,4,1,0.25,3,Morning,Medium,0
CUST00729,Male,37,Solapur,Website,Silver,15,1,1,149,180,Manicure,6,1,2,706.58,842.73,797.05,5,1165.07,0,3,1,1,2,1,9,10,1,0.1,5,Weekend,Medium,1
CUST00730,Male,51,Kolhapur,AI Calling,Silver,14,1,3,221,121,Facial,3,0,1,712.66,944.85,1959.85,5,1519.68,1,2.7,2,5,2,1,8,12,3,0.25,1,Morning,Medium,0
CUST00731,Male,29,Solapur,AI Calling,Silver,15,1,14,466,26,Massage,6,0,2,721.1,598.19,11261.31,1,639.24,0,3.9,1,2,3,0,8,17,0,0,0,Afternoon,High,1
CUST00732,Female,50,Solapur,Website,Gold,18,1,19,384,19,Waxing,3,1,0,1273.96,1492.05,24521.83,2,565.08,0,3.8,1,1,0,2,11,13,8,0.62,5,Weekend,High,1
CUST00733,Female,41,Latur,Walk-in,Gold,33,1,10,419,36,Detan,7,1,2,671.36,477.2,7607.4,0,0,1,4.9,1,0,0,0,8,5,3,0.6,1,No_Preference,Medium,1
CUST00734,Female,37,Pune,Walk-in,Silver,16,1,1,340,180,Facial,1,0,2,893.65,776.3,792.81,5,1058.17,1,2.9,2,4,3,0,2,14,9,0.64,1,No_Preference,High,1
CUST00735,Male,22,Nagpur,AI Calling,Silver,2,0,1,370,180,Blowout,3,0,2,511.94,379.35,587.34,4,1791.25,1,4.6,0,2,1,0,0,9,1,0.11,5,No_Preference,Medium,0
CUST00736,Female,55,Latur,Walk-in,Silver,2,0,5,161,73,Haircut,6,1,4,847.59,1042.37,3859.99,5,2996.84,0,4.4,0,7,2,2,4,7,1,0.14,3,Morning,Low,0
CUST00737,Female,47,Pune,Website,Silver,1,0,13,433,28,Manicure,4,0,1,685.19,721.97,7820.79,2,697.88,0,3.7,1,7,0,2,7,10,7,0.7,4,Afternoon,High,1
CUST00738,Female,41,Aurangabad,Walk-in,Silver,16,1,5,239,73,Blowout,5,0,2,373.42,393.18,1903.31,3,635,0,2.7,3,6,0,2,2,17,12,0.71,1,No_Preference,Medium,0
CUST00739,Female,60,Nagpur,Walk-in,Silver,19,1,13,142,28,Pedicure,5,0,0,655.92,645.71,8988.52,2,1014.82,1,2.8,3,2,3,2,3,15,3,0.2,0,Morning,Medium,0
CUST00740,Male,57,Pune,AI Calling,Silver,4,0,8,280,45,Massage,4,0,3,527.41,390.32,4066.1,5,1521.27,0,4.8,1,7,4,2,6,10,0,0,2,Evening,Medium,0
CUST00741,Female,24,Mumbai,Website,Gold,24,1,20,423,18,Detan,1,1,2,1027.15,1266.98,21762.32,1,371.38,0,3.7,1,3,2,2,3,2,2,1,4,Weekend,High,1
CUST00742,Male,53,Latur,Website,Gold,24,1,7,220,52,Manicure,2,1,3,822.67,988.73,6529.3,5,3292.06,1,3.1,3,3,2,2,2,11,9,0.82,4,Evening,Medium,0
CUST00743,Female,55,Aurangabad,AI Calling,Silver,17,1,11,372,33,Threading,3,0,3,727.78,874.18,8717.15,4,1955.11,1,3.7,0,1,3,1,6,11,9,0.82,3,No_Preference,Medium,0
